MSG,3,,,4D2023,,,,,,,24275,,,,,,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,5,,,4D2023,,,,,,,23375,,,,,,,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,4,,,4D2023,,,,,,,,391,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,23050,,,,,,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22925,,,37.11028,13.78038,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22875,,,37.11028,13.78038,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,389,157,,,1984,,0,0,0,0
MSG,1,,,4D2023,,,,,,AMC421  ,,,,,,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22850,,,37.11028,13.78038,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,389,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22825,,,37.11028,13.78038,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,389,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22825,,,37.09860,13.78623,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,388,157,,,1984,,0,0,0,0
MSG,5,,,4D2023,,,,,,,22825,,,,,,,,,,
MSG,5,,,4D2023,,,,,,,22825,,,,,,,,,,
MSG,5,,,4D2023,,,,,,,22800,,,,,,,,,,
MSG,4,,,4D2023,,,,,,,,388,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22775,,,37.09678,13.78713,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22775,,,37.09608,13.78748,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,388,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22750,,,37.09515,13.78802,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,388,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22725,,,37.09515,13.78802,,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,4,,,4D2023,,,,,,,,388,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,1,,,4D2023,,,,,,AMC421  ,,,,,,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22675,,,37.09180,13.78963,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22675,,,37.09110,13.78999,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22650,,,37.09110,13.78999,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22625,,,37.09110,13.78999,,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22600,,,37.08794,13.79154,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,1984,,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22575,,,37.08682,13.79208,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22575,,,37.08682,13.79208,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22550,,,37.08682,13.79208,,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,4,,,4D2023,,,,,,,,387,157,,,1984,,0,0,0,0
MSG,1,,,4D2023,,,,,,AMC421  ,,,,,,,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22525,,,37.08365,13.79393,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,2048,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22500,,,37.08295,13.79429,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,2048,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22475,,,37.08184,13.79471,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,2048,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22475,,,37.08184,13.79471,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,2048,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22450,,,37.08025,13.79554,,,0,0,0,0
