MSG,4,,,4D2023,,,,,,,,387,157,,,1984,,0,0,0,0
MSG,5,,,4D2023,,,,,,,22450,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22425,,,37.08025,13.79554,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,5,,,4D2023,,,,,,,22425,,,,,,,,,,
MSG,5,,,4D2023,,,,,,,22425,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22425,,,37.07867,13.79638,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,387,157,,,2048,,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,3,,,4D2023,,,,,,,22400,,,37.07867,13.79638,,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22375,,,37.07700,13.79728,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,386,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22375,,,37.07700,13.79728,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,386,157,,,1984,,0,0,0,0
MSG,1,,,4D2023,,,,,,AMC421  ,,,,,,,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,5,,,4D2023,,,,,,,22350,,,,,,,,,,
MSG,5,,,4D2023,,,,,,,22350,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22350,,,37.07700,13.79728,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,386,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22325,,,37.07430,13.79859,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,386,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22325,,,37.07355,13.79895,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,385,157,,,1984,,0,0,0,0
MSG,5,,,4D2023,,,,,,,22325,,,,,,,,,,
MSG,4,,,4D2023,,,,,,,,385,157,,,1984,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,385,157,,,1984,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,385,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22250,,,37.07355,13.79895,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22225,,,37.06924,13.80099,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,385,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22200,,,37.06828,13.80157,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,385,157,,,2048,,0,0,0,0
MSG,5,,,4D2023,,,,,,,22200,,,,,,,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,4,,,4D2023,,,,,,,,385,157,,,2048,,0,0,0,0
MSG,1,,,4D2023,,,,,,AMC421  ,,,,,,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22175,,,37.06671,13.80247,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,22150,,,37.06671,13.80247,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,385,157,,,2048,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,22000,,,37.05814,13.80683,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,21975,,,37.05642,13.80749,,,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,4,,,4D2023,,,,,,,,384,157,,,2048,,0,0,0,0
MSG,3,,,4D2023,,,,,,,21850,,,37.05642,13.80749,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,21825,,,37.05642,13.80749,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,384,157,,,2048,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,384,157,,,2048,,0,0,0,0
MSG,5,,,4D2023,,,,,,,21800,,,,,,,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,21725,,,37.04492,13.81334,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,21700,,,37.04371,13.81411,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,383,157,,,2048,,0,0,0,0
MSG,1,,,4D2023,,,,,,AMC421  ,,,,,,,,0,0,0,0
MSG,3,,,4D2023,,,,,,,21675,,,37.04213,13.81501,,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,21625,,,37.04213,13.81501,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,382,158,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,21500,,,37.03393,13.81901,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,381,158,,,2048,,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,3,,,4D2023,,,,,,,21475,,,37.03393,13.81901,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,381,158,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,21450,,,37.03049,13.82056,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,381,158,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,21075,,,37.03049,13.82056,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,379,157,,,1984,,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,3,,,4D2023,,,,,,,21050,,,37.03049,13.82056,,,0,0,0,0
MSG,1,,,4D2023,,,,,,AMC421  ,,,,,,,,0,0,0,0
MSG,5,,,4D2023,,,,,,,21025,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,21000,,,37.03049,13.82056,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,379,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,6,,,4D2023,,,,,,,,,,,,,112,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,20975,,,37.03049,13.82056,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,379,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,20950,,,37.03049,13.82056,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,379,157,,,1984,,0,0,0,0
MSG,3,,,4D2023,,,,,,,20900,,,37.00428,13.83406,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,379,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,20875,,,37.00260,13.83489,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,379,157,,,1984,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,379,157,,,1984,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,20825,,,37.00260,13.83489,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,379,157,,,1920,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,379,157,,,1920,,0,0,0,0
MSG,8,,,4D2023,,,,,,,,,,,,,,,,,
MSG,3,,,4D2023,,,,,,,20750,,,37.00260,13.83489,,,0,0,0,0
MSG,4,,,4D2023,,,,,,,,378,157,,,1856,,0,0,0,0
